Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
10055 Casas del Monte,47.7,768.0,39.9,25.0,98.7,12.9,2.0,14139.0,13650.0,22853.0,11127.0,20549.0,10005.0,2.0,25.7
10056 Casas de Millán,54.4,554.0,41.1,38.1,98.6,6.5,2.0,13935.0,12950.0,22888.0,11069.0,20819.0,10069.0,2.1,26.0
10057 Casas de Miravete,51.6,114.0,65.2,28.1,100.0,9.7,1.6,17881.0,16800.0,26529.0,16057.0,23101.0,13982.0,2.2,25.5
10058 Casatejada,43.8,1348.0,34.8,21.2,85.5,17.1,2.4,15076.0,13650.0,29227.0,11860.0,25569.0,10376.0,2.9,30.4
10059 Casillas de Coria,55.5,343.0,51.0,41.4,99.7,8.2,1.8,14020.0,12950.0,20700.0,11655.0,19039.0,10720.0,1.8,21.9
10060 Castañar de Ibor,52.1,1005.0,56.0,33.3,93.9,10.2,1.7,14398.0,12950.0,21411.0,12609.0,18954.0,11162.0,2.4,27.9
10061 Ceclavín,50.2,1779.0,42.3,30.5,99.5,11.8,2.0,13700.0,12950.0,21600.0,10922.0,19622.0,9922.0,2.2,26.6
10062 Cedillo,51.9,416.0,39.4,31.3,98.3,9.1,2.0,17084.0,15050.0,28671.0,13989.0,24873.0,12136.0,2.1,26.5
10063 Cerezo,58.9,149.0,50.6,44.3,99.3,5.4,1.8,14326.0,13650.0,21458.0,11839.0,19579.0,10802.0,1.9,23.5
10064 Cilleros,49.9,1560.0,41.4,30.3,98.9,12.3,2.0,13312.0,12950.0,21724.0,10771.0,19454.0,9645.0,2.1,25.5
10065 Collado de la Vera,41.8,287.0,49.7,10.1,97.2,17.8,1.9,16192.0,15050.0,25575.0,13371.0,21493.0,11237.0,2.7,32.9
10066 Conquista de la Sierra,48.9,192.0,57.3,25.5,95.8,14.1,1.8,13484.0,12250.0,20839.0,11893.0,18433.0,10519.0,2.7,32.6
10067 Coria,45.6,12007.0,32.9,22.1,96.6,14.8,2.3,16168.0,14350.0,29851.0,12985.0,25624.0,11146.0,2.3,28.8
10068 Cuacos de Yuste,49.7,820.0,42.3,26.5,94.2,12.6,2.1,17898.0,15400.0,32650.0,15112.0,27160.0,12571.0,2.2,27.4
"10069 Cumbre, La",53.2,841.0,42.9,35.4,97.6,8.0,2.0,17255.0,15750.0,28883.0,14459.0,25060.0,12545.0,2.4,26.1
10070 Deleitosa,53.9,673.0,42.8,32.7,97.0,9.2,1.9,15856.0,13650.0,26228.0,13371.0,22952.0,11700.0,2.3,28.6
10071 Descargamaría,59.8,104.0,55.6,40.4,100.0,2.9,1.6,17740.0,15050.0,25809.0,15536.0,22518.0,13555.0,2.8,34.0
10072 Eljas,55.5,866.0,52.1,38.8,99.1,7.9,1.7,13814.0,12950.0,19917.0,11640.0,18108.0,10582.0,2.3,27.7
10073 Escurial,46.5,869.0,37.2,26.5,98.9,15.8,2.1,14607.0,13650.0,25434.0,11753.0,21888.0,10114.0,2.0,24.8
10075 Fresnedoso de Ibor,53.2,240.0,49.6,35.8,98.3,8.3,1.8,13504.0,11550.0,20139.0,11387.0,18118.0,10244.0,2.7,30.8
10076 Galisteo,49.0,868.0,41.0,27.7,97.1,11.4,2.1,14941.0,13650.0,25123.0,11958.0,21252.0,10115.0,2.0,23.7
10077 Garciaz,53.4,687.0,42.3,35.1,97.2,8.4,2.0,13822.0,12950.0,22673.0,11303.0,20027.0,9984.0,2.0,25.8
"10078 Garganta, La",61.7,354.0,49.0,50.3,99.2,2.8,1.8,16607.0,14350.0,25360.0,14032.0,22547.0,12475.0,2.1,25.7
10079 Garganta la Olla,51.8,901.0,45.5,30.2,97.9,9.5,1.9,14150.0,12950.0,22526.0,11428.0,20191.0,10243.0,2.4,28.2
10080 Gargantilla,56.9,372.0,33.9,41.1,97.0,7.0,2.0,12352.0,10850.0,19677.0,9653.0,18505.0,9078.0,1.8,23.5
10081 Gargüera,58.3,180.0,61.3,40.6,97.2,2.2,1.6,15262.0,13650.0,21564.0,13185.0,19240.0,11764.0,2.8,32.8
10082 Garrovillas de Alconétar,49.9,1933.0,39.1,31.1,99.4,12.7,2.1,14163.0,12950.0,23980.0,11136.0,21601.0,10031.0,2.1,26.3
10083 Garvín,46.4,106.0,56.4,29.3,90.6,17.9,1.9,14221.0,12950.0,22356.0,11286.0,20310.0,10254.0,2.7,29.1
10084 Gata,51.7,1374.0,44.1,33.5,96.9,9.8,1.9,13917.0,12950.0,21697.0,11226.0,19733.0,10210.0,2.1,26.6
"10085 Gordo, El",46.4,371.0,45.5,22.6,97.0,15.6,2.0,15760.0,14350.0,25558.0,12883.0,22453.0,11318.0,2.3,27.9
"10086 Granja, La",53.8,319.0,56.4,36.7,99.1,10.7,1.7,13827.0,12950.0,20232.0,11818.0,18105.0,10576.0,2.1,26.6
10087 Guadalupe,51.0,1782.0,39.5,31.1,96.6,11.7,2.1,15652.0,14350.0,26387.0,12706.0,23400.0,11267.0,2.1,24.2
10088 Guijo de Coria,55.7,200.0,49.6,35.5,96.5,7.5,1.7,13176.0,12250.0,19022.0,11240.0,17322.0,10236.0,2.3,29.0
10089 Guijo de Galisteo,46.5,1512.0,39.4,21.0,99.1,12.6,2.1,13940.0,12950.0,22733.0,10891.0,20511.0,9827.0,1.9,23.3
10090 Guijo de Granadilla,58.6,494.0,49.1,43.5,98.6,6.5,1.8,14022.0,12250.0,20744.0,11836.0,18863.0,10762.0,2.1,27.1
10091 Guijo de Santa Bárbara,51.6,378.0,48.2,31.8,98.2,13.2,1.9,14636.0,12950.0,23002.0,11929.0,20571.0,10669.0,2.4,31.6
10092 Herguijuela,54.0,270.0,52.7,33.0,96.3,5.9,1.8,14371.0,13650.0,21437.0,11838.0,19270.0,10641.0,2.3,27.1
10093 Hernán-Pérez,50.6,417.0,33.5,30.2,98.8,10.8,2.1,12689.0,11550.0,20900.0,9844.0,19251.0,9068.0,2.3,28.0
10094 Herrera de Alcántara,55.3,229.0,51.2,38.9,93.9,8.3,1.8,16663.0,15050.0,25496.0,13938.0,22730.0,12426.0,2.0,24.9
10095 Herreruela,50.7,326.0,53.0,30.4,100.0,9.5,1.8,14608.0,14350.0,21550.0,12172.0,19499.0,11013.0,2.0,23.6
10096 Hervás,47.6,3899.0,40.3,25.5,97.3,13.8,2.1,15694.0,14350.0,27212.0,12693.0,23562.0,10990.0,2.4,30.0
10097 Higuera de Albalat,53.5,105.0,47.6,27.6,97.1,3.8,1.7,18017.0,17150.0,27701.0,16621.0,23710.0,14226.0,2.5,28.7
10098 Hinojal,58.7,374.0,43.4,44.4,99.5,4.3,1.9,15916.0,14350.0,25033.0,13225.0,22453.0,11862.0,2.5,28.1
10099 Holguera,49.2,607.0,37.8,29.3,98.9,13.3,2.1,13687.0,12950.0,22559.0,10757.0,20574.0,9810.0,2.0,24.8
10100 Hoyos,48.9,856.0,40.7,24.0,97.6,11.8,1.9,14560.0,12950.0,23882.0,12153.0,20764.0,10566.0,3.0,33.6
10101 Huélaga,45.7,199.0,36.1,20.6,99.5,17.1,2.3,12474.0,11550.0,21969.0,9101.0,20336.0,8425.0,2.6,28.5
10102 Ibahernando,53.0,533.0,38.1,34.9,98.7,7.3,2.0,16104.0,14350.0,27053.0,13090.0,24104.0,11663.0,2.3,25.4
10103 Jaraicejo,55.1,444.0,41.2,38.5,98.9,6.3,1.9,16276.0,14350.0,26205.0,13428.0,23386.0,11984.0,2.0,25.3
10104 Jaraíz de la Vera,44.3,6577.0,34.6,21.6,89.5,17.2,2.3,15135.0,13650.0,28288.0,11959.0,24659.0,10425.0,2.6,29.9
10105 Jarandilla de la Vera,47.9,2826.0,34.8,25.0,95.8,12.7,2.2,16412.0,15050.0,29461.0,13348.0,25443.0,11527.0,2.3,29.1
10106 Jarilla,57.8,139.0,53.2,41.7,96.4,5.8,1.8,14554.0,14350.0,21339.0,12128.0,19558.0,11115.0,2.1,24.3
10107 Jerte,47.3,1235.0,37.8,26.6,93.4,13.4,2.1,12829.0,11550.0,21706.0,10218.0,19703.0,9275.0,2.0,25.7
10108 Ladrillar,56.1,194.0,60.8,35.6,99.5,5.7,1.6,13377.0,12250.0,17951.0,11104.0,16575.0,10252.0,2.0,28.6
10109 Logrosán,47.6,1904.0,39.1,27.4,98.4,14.7,2.1,14721.0,12950.0,25237.0,11811.0,22250.0,10413.0,2.3,28.0
10110 Losar de la Vera,47.8,2738.0,40.1,26.2,91.7,12.8,2.1,14886.0,13650.0,25648.0,11827.0,22885.0,10553.0,2.6,28.2
10111 Madrigal de la Vera,50.7,1541.0,42.8,29.7,91.0,9.5,2.0,15315.0,14350.0,24570.0,12438.0,21749.0,11011.0,2.4,28.2
10112 Madrigalejo,48.7,1711.0,37.7,26.7,96.3,11.7,2.1,13836.0,12950.0,23077.0,11045.0,20192.0,9664.0,2.0,24.6
10113 Madroñera,49.0,2373.0,43.0,26.4,98.4,11.2,2.0,14256.0,12950.0,23518.0,11604.0,20949.0,10337.0,2.1,27.2
10114 Majadas,43.2,1293.0,28.0,19.9,87.1,18.9,2.5,15772.0,14350.0,30880.0,12174.0,26845.0,10583.0,2.1,25.6
10115 Malpartida de Cáceres,47.0,4086.0,31.5,23.6,98.2,13.7,2.4,18212.0,16450.0,35097.0,14649.0,29766.0,12424.0,2.3,26.5
10116 Malpartida de Plasencia,44.4,4584.0,29.9,20.7,97.3,16.4,2.4,17158.0,15750.0,32860.0,13567.0,28111.0,11606.0,2.2,25.1
10117 Marchagaz,53.2,243.0,59.6,32.5,95.1,7.8,1.7,11385.0,11550.0,16693.0,9354.0,15640.0,8792.0,2.5,26.8
10118 Mata de Alcántara,52.9,286.0,45.7,33.2,100.0,8.7,2.1,16928.0,15750.0,28674.0,13679.0,25252.0,12046.0,2.2,24.5
10119 Membrío,52.6,564.0,48.2,32.5,98.9,8.3,1.9,15334.0,13650.0,23835.0,12538.0,21440.0,11278.0,2.0,26.1
10120 Mesas de Ibor,60.1,138.0,58.8,47.1,98.6,3.6,1.6,15412.0,14350.0,21991.0,12502.0,19882.0,11303.0,1.8,24.6
10121 Miajadas,44.5,9362.0,29.1,22.1,97.8,16.1,2.4,16167.0,14350.0,30853.0,12631.0,26813.0,10977.0,2.3,28.4
10122 Millanes,50.7,235.0,47.4,30.6,94.0,10.6,2.0,15923.0,15050.0,25977.0,12766.0,22858.0,11234.0,2.6,29.3
10123 Mirabel,51.5,636.0,45.0,30.8,97.3,10.7,2.0,16015.0,15050.0,25653.0,12968.0,22829.0,11540.0,2.0,25.0
10124 Mohedas de Granadilla,50.5,850.0,47.1,31.8,97.5,11.9,1.9,13372.0,12950.0,20278.0,10791.0,18492.0,9840.0,2.1,26.7
10125 Monroy,49.9,904.0,37.1,28.0,99.1,11.2,2.0,14290.0,13650.0,23342.0,11334.0,20914.0,10155.0,2.1,25.0
10126 Montánchez,51.0,1616.0,46.2,31.1,96.8,11.7,1.9,16061.0,13650.0,26515.0,13600.0,22995.0,11794.0,2.4,29.3
10127 Montehermoso,45.2,5618.0,28.5,23.1,98.2,16.7,2.4,14566.0,12950.0,26956.0,11239.0,23804.0,9924.0,2.1,26.2
10128 Moraleja,46.4,6561.0,32.9,25.1,97.2,14.9,2.2,15078.0,13650.0,26614.0,11968.0,23315.0,10484.0,2.3,27.4
10129 Morcillo,52.2,358.0,46.2,29.3,98.9,7.0,1.8,13608.0,12950.0,20918.0,11522.0,18932.0,10429.0,2.3,25.0
10130 Navaconcejo,46.2,2065.0,40.2,22.7,95.4,14.3,2.1,12916.0,12250.0,21020.0,10130.0,19183.0,9245.0,2.1,26.0
10131 Navalmoral de la Mata,42.4,16787.0,30.1,18.5,90.4,19.0,2.5,18962.0,15750.0,39169.0,15532.0,32102.0,12730.0,3.0,36.0
10132 Navalvillar de Ibor,53.8,378.0,49.3,37.6,98.7,7.9,1.9,13854.0,12950.0,21380.0,11376.0,19427.0,10337.0,2.0,23.7
10133 Navas del Madroño,49.4,1245.0,33.7,26.8,99.5,11.5,2.3,14453.0,13650.0,25476.0,10863.0,22938.0,9781.0,2.0,23.1
10134 Navezuelas,48.7,628.0,40.3,29.3,99.5,12.9,2.2,14489.0,12950.0,23818.0,10923.0,21540.0,9878.0,2.0,26.7
10135 Nuñomoral,52.8,1193.0,46.7,33.5,99.3,10.7,1.9,14617.0,12950.0,22497.0,11627.0,20540.0,10615.0,2.1,24.9
10136 Oliva de Plasencia,51.8,302.0,54.7,29.5,98.0,10.3,1.8,17162.0,15050.0,26631.0,15064.0,22724.0,12854.0,2.6,29.2
10137 Palomero,54.0,415.0,46.6,36.9,97.6,9.9,1.9,13059.0,12600.0,20016.0,10740.0,18292.0,9815.0,2.3,29.9
10138 Pasarón de la Vera,50.7,583.0,39.1,28.5,96.6,10.5,2.1,15213.0,14350.0,26497.0,12332.0,23559.0,10964.0,2.0,24.7
10139 Pedroso de Acim,54.4,104.0,52.7,31.7,99.0,3.9,1.9,14405.0,13650.0,22578.0,11732.0,20434.0,10618.0,1.9,22.0
10140 Peraleda de la Mata,45.7,1391.0,32.0,26.3,92.0,17.8,2.3,15937.0,14350.0,29184.0,12341.0,25547.0,10803.0,2.3,27.4
10141 Peraleda de San Román,57.9,276.0,51.3,40.2,99.3,4.4,1.8,17161.0,12950.0,27858.0,15613.0,23338.0,13080.0,2.6,33.8
10142 Perales del Puerto,49.4,914.0,39.4,28.8,97.9,11.2,2.0,13327.0,12250.0,21330.0,10653.0,19420.0,9699.0,2.3,28.0
10143 Pescueza,60.1,138.0,59.8,52.2,100.0,11.6,1.6,15839.0,12250.0,23762.0,14917.0,19709.0,12372.0,2.4,33.4
"10144 Pesga, La",52.7,951.0,33.0,35.4,98.6,11.5,2.2,14771.0,13650.0,25509.0,11394.0,23147.0,10339.0,2.0,25.5
10145 Piedras Albas,54.4,129.0,50.7,33.3,93.0,5.4,1.9,13909.0,13650.0,22356.0,11794.0,20169.0,10641.0,2.3,27.2
10146 Pinofranqueado,46.4,1673.0,43.6,25.0,96.5,14.6,2.1,14134.0,12950.0,23411.0,11107.0,20934.0,9932.0,2.4,28.9
10147 Piornal,47.5,1470.0,36.3,23.7,98.4,12.0,2.2,12893.0,10850.0,22738.0,10251.0,20261.0,9134.0,2.3,30.2
10148 Plasencia,44.5,39181.0,34.0,20.6,96.4,16.4,2.4,18364.0,16450.0,35613.0,14906.0,29773.0,12462.0,2.7,31.0
10149 Plasenzuela,47.4,438.0,41.2,26.5,94.1,12.3,2.1,14830.0,14350.0,25545.0,12170.0,22697.0,10813.0,2.3,26.9
10150 Portaje,53.5,347.0,52.1,36.3,99.7,9.8,1.8,15015.0,13650.0,22565.0,12267.0,20347.0,11061.0,2.2,24.9
10151 Portezuelo,52.5,218.0,57.4,34.9,97.7,10.1,1.9,14131.0,13650.0,21892.0,11453.0,19832.0,10375.0,2.0,21.4
10152 Pozuelo de Zarzón,53.0,434.0,44.7,36.6,98.2,11.8,1.9,13652.0,12950.0,21010.0,10874.0,19192.0,9933.0,2.0,23.7
10153 Puerto de Santa Cruz,53.6,267.0,52.1,34.8,98.9,7.9,1.9,14355.0,13650.0,22112.0,11926.0,19966.0,10768.0,2.0,24.4
10154 Rebollar,48.4,200.0,42.9,29.0,96.0,12.5,2.0,11764.0,11200.0,19290.0,9350.0,17690.0,8574.0,2.3,26.6
10155 Riolobos,48.9,1163.0,36.7,28.6,99.7,11.4,2.1,13509.0,12950.0,22234.0,10647.0,20215.0,9680.0,2.0,24.2
10156 Robledillo de Gata,56.3,89.0,66.1,36.0,100.0,6.7,1.5,,,,,,,,
10157 Robledillo de la Vera,54.0,262.0,52.0,34.7,98.5,9.2,1.8,14488.0,13650.0,22438.0,12735.0,20072.0,11392.0,2.0,26.0
10158 Robledillo de Trujillo,54.2,356.0,51.3,37.4,97.2,7.6,1.9,14951.0,13650.0,23010.0,12185.0,20998.0,11120.0,2.3,26.7
10159 Robledollano,56.1,292.0,52.7,39.7,99.3,5.8,1.7,14195.0,13650.0,20458.0,11721.0,18756.0,10745.0,2.2,26.8
10160 Romangordo,52.8,215.0,45.5,35.8,99.5,8.4,1.9,20501.0,17150.0,34357.0,17821.0,29109.0,15098.0,2.3,30.1
10161 Ruanes,52.2,79.0,60.0,30.4,96.2,7.6,1.8,,,,,,,,
10162 Salorino,54.7,542.0,47.9,36.9,98.3,6.8,1.9,15110.0,13650.0,23656.0,12493.0,21193.0,11192.0,2.0,22.1
10163 Salvatierra de Santiago,61.5,255.0,56.8,46.7,98.8,4.3,1.7,16427.0,14350.0,24850.0,14171.0,22109.0,12608.0,2.6,29.2
10164 San Martín de Trevejo,54.1,692.0,47.3,35.7,98.6,8.2,1.9,13640.0,12250.0,21620.0,11278.0,19477.0,10161.0,2.2,28.9
10165 Santa Ana,54.4,287.0,45.5,33.1,98.3,5.2,2.0,19773.0,16450.0,34344.0,16600.0,29296.0,14160.0,2.3,29.8
10166 Santa Cruz de la Sierra,48.4,319.0,46.0,27.0,98.8,12.9,2.0,14600.0,12950.0,22857.0,11610.0,20586.0,10456.0,2.3,27.4
10167 Santa Cruz de Paniagua,55.9,281.0,51.2,38.1,100.0,5.7,1.7,14309.0,12950.0,21587.0,12413.0,19451.0,11184.0,2.3,27.1
10168 Santa Marta de Magasca,57.2,236.0,58.9,40.3,97.9,4.7,1.6,15050.0,14350.0,21166.0,12811.0,19104.0,11563.0,2.0,26.0
10169 Santiago de Alcántara,57.6,471.0,43.5,42.7,99.4,5.1,1.9,15192.0,14350.0,24538.0,12856.0,21750.0,11395.0,2.4,28.1
10170 Santiago del Campo,51.0,235.0,57.0,27.7,97.9,8.9,1.7,15923.0,14350.0,25280.0,13517.0,21925.0,11723.0,2.4,28.4
10171 Santibáñez el Alto,52.1,369.0,45.7,32.3,99.5,7.6,1.9,13306.0,11550.0,20892.0,11033.0,18910.0,9986.0,2.1,29.8
10172 Santibáñez el Bajo,52.2,721.0,45.3,31.4,98.8,8.7,1.9,14762.0,13650.0,23249.0,12337.0,20828.0,11052.0,2.2,29.4
10173 Saucedilla,39.4,943.0,24.8,16.1,80.1,19.8,2.8,15193.0,13650.0,31896.0,11518.0,28134.0,10160.0,2.4,28.5
10174 Segura de Toro,50.5,183.0,53.9,30.1,97.3,8.7,1.8,13868.0,12950.0,20932.0,11460.0,18991.0,10397.0,2.5,27.5
10175 Serradilla,50.2,1480.0,42.0,28.4,98.5,11.8,2.0,14220.0,12950.0,23179.0,11629.0,20797.0,10434.0,2.1,25.6
10176 Serrejón,47.9,409.0,39.2,25.4,93.6,14.2,2.1,14633.0,14350.0,25066.0,11759.0,22194.0,10412.0,2.1,26.7
10177 Sierra de Fuentes,45.6,2013.0,30.6,20.6,98.5,13.8,2.3,17289.0,15750.0,32952.0,14027.0,28085.0,11955.0,2.2,27.0
10178 Talaván,51.4,778.0,38.4,34.2,99.7,12.9,2.1,15200.0,13650.0,25770.0,12091.0,23137.0,10856.0,1.9,24.8
10179 Talaveruela de la Vera,56.1,303.0,50.9,38.3,95.7,8.6,1.8,14352.0,14350.0,21094.0,11672.0,18801.0,10403.0,2.1,25.8
10180 Talayuela,39.4,7053.0,32.3,14.2,76.8,21.5,2.6,12544.0,10850.0,25048.0,9386.0,22307.0,8359.0,2.6,29.9
10181 Tejeda de Tiétar,50.4,763.0,34.1,29.4,99.1,10.5,2.2,15060.0,14350.0,25850.0,11905.0,23140.0,10656.0,2.0,21.4
10182 Toril,42.1,166.0,57.6,13.9,78.3,14.5,1.8,17130.0,14350.0,30184.0,16582.0,23981.0,13174.0,2.2,30.8
10183 Tornavacas,49.5,1020.0,42.6,29.2,96.9,11.6,1.9,12687.0,11550.0,19981.0,10110.0,18411.0,9315.0,2.0,27.0
"10184 Torno, El",51.3,787.0,44.0,31.6,94.2,9.8,2.0,13484.0,12250.0,21964.0,11025.0,19636.0,9856.0,2.2,29.4
10185 Torrecilla de los Ángeles,50.9,641.0,42.8,31.7,95.5,10.8,2.0,13274.0,12250.0,20665.0,10496.0,18913.0,9606.0,2.2,27.1
10186 Torrecillas de la Tiesa,48.1,1026.0,31.5,25.9,97.2,12.1,2.3,16194.0,15750.0,28831.0,12493.0,25583.0,11086.0,2.1,22.3
10187 Torre de Don Miguel,49.2,483.0,49.6,25.3,96.9,12.2,1.9,14175.0,13650.0,22441.0,11505.0,20070.0,10289.0,2.4,29.3
10188 Torre de Santa María,54.3,531.0,43.8,36.9,98.7,6.8,1.9,14319.0,13650.0,22217.0,11660.0,20328.0,10668.0,2.0,24.0
10189 Torrejoncillo,47.9,2816.0,39.8,26.4,98.9,13.3,2.1,14990.0,13650.0,25583.0,12036.0,22682.0,10671.0,2.1,25.2
10190 Torrejón el Rubio,51.8,522.0,53.4,30.5,99.6,8.6,1.8,15088.0,13650.0,23074.0,12853.0,20403.0,11366.0,2.1,25.9
10191 Torremenga,47.3,610.0,38.5,23.6,96.1,12.6,2.1,17002.0,15050.0,29878.0,14124.0,25728.0,12162.0,2.2,27.4
10192 Torremocha,56.4,746.0,41.4,40.8,97.3,8.0,2.0,16509.0,15050.0,27023.0,13548.0,23452.0,11757.0,2.3,28.0
10193 Torreorgaz,44.6,1674.0,26.5,18.9,97.8,14.6,2.6,16535.0,15050.0,32957.0,12699.0,28050.0,10808.0,2.1,25.9
10194 Torrequemada,51.8,551.0,38.6,34.5,98.9,9.8,2.1,16727.0,15050.0,28452.0,13678.0,24837.0,11940.0,2.2,27.3
10195 Trujillo,46.7,8555.0,34.6,23.1,97.4,14.1,2.3,16504.0,15050.0,30743.0,13173.0,26433.0,11326.0,2.3,28.5
10196 Valdastillas,53.7,314.0,43.0,34.4,97.5,8.9,2.0,14345.0,12950.0,23087.0,11432.0,20986.0,10392.0,2.1,27.5
10197 Valdecañas de Tajo,56.8,109.0,52.7,43.1,98.2,6.4,2.0,19857.0,18550.0,34530.0,16772.0,29385.0,14273.0,3.0,33.2
10198 Valdefuentes,52.3,1105.0,39.4,34.7,98.8,10.0,2.1,16416.0,14350.0,27874.0,13390.0,24588.0,11811.0,2.3,28.5
10199 Valdehúncar,48.4,195.0,52.3,23.1,98.5,11.8,1.8,15648.0,14350.0,24432.0,13292.0,21340.0,11610.0,2.5,27.4
10200 Valdelacasa de Tajo,60.2,337.0,54.3,46.9,98.8,4.5,1.7,15650.0,13650.0,23306.0,13459.0,20412.0,11788.0,2.3,28.5
10201 Valdemorales,50.5,215.0,46.0,26.5,96.7,8.8,1.9,15250.0,14000.0,24876.0,12790.0,21875.0,11247.0,2.4,28.5
10202 Valdeobispo,53.6,635.0,44.4,35.8,99.1,9.1,2.0,15724.0,14350.0,25572.0,12989.0,22870.0,11616.0,2.3,26.7
10203 Valencia de Alcántara,49.0,5232.0,36.5,29.0,94.8,13.1,2.2,15173.0,13650.0,27155.0,12116.0,23573.0,10518.0,2.3,28.1
10204 Valverde de la Vera,54.6,471.0,48.4,35.9,94.3,9.6,1.9,15783.0,13650.0,24609.0,13128.0,21349.0,11389.0,3.1,35.1
10205 Valverde del Fresno,51.0,2123.0,38.6,31.7,97.7,11.1,2.0,13726.0,12950.0,22483.0,11033.0,20199.0,9912.0,2.3,27.8
10206 Viandar de la Vera,54.6,222.0,53.5,34.7,94.6,10.8,1.7,14930.0,13650.0,23237.0,13464.0,19789.0,11467.0,2.1,26.5
10207 Villa del Campo,56.4,440.0,48.8,37.7,99.1,6.1,1.8,13534.0,12250.0,20473.0,11448.0,18684.0,10447.0,2.4,30.1
10208 Villa del Rey,54.7,117.0,33.3,33.3,99.2,7.7,2.3,17964.0,15750.0,33498.0,14602.0,28965.0,12626.0,1.9,27.9
10209 Villamesías,54.4,259.0,52.9,29.7,94.6,5.4,1.7,13838.0,12950.0,19856.0,11284.0,18158.0,10318.0,2.3,26.3
10210 Villamiel,56.2,437.0,49.0,38.4,99.8,2.8,1.8,13640.0,12250.0,21743.0,11427.0,19545.0,10272.0,2.4,28.8
10211 Villanueva de la Sierra,50.0,472.0,45.4,31.6,98.5,12.9,2.0,13171.0,12250.0,20870.0,10547.0,18996.0,9600.0,2.3,29.3
10212 Villanueva de la Vera,47.9,2082.0,42.5,25.1,93.1,14.5,2.1,14862.0,13650.0,25174.0,11936.0,21683.0,10281.0,2.6,30.1
10213 Villar del Pedroso,55.4,553.0,40.3,39.2,93.9,7.4,2.0,14449.0,12250.0,22988.0,11536.0,20790.0,10433.0,2.2,27.9
10214 Villar de Plasencia,58.5,231.0,54.5,39.4,100.0,5.2,1.7,15778.0,14350.0,23825.0,13644.0,21160.0,12118.0,2.6,25.9
10215 Villasbuenas de Gata,52.7,372.0,52.8,32.3,99.2,8.3,1.7,13196.0,12950.0,19029.0,10814.0,17368.0,9870.0,2.1,24.3
10216 Zarza de Granadilla,46.9,1782.0,37.2,24.6,97.3,14.3,2.2,14329.0,12250.0,24495.0,11250.0,21805.0,10015.0,2.2,29.4
10217 Zarza de Montánchez,55.2,516.0,50.4,39.0,99.6,6.6,1.8,16456.0,14350.0,25674.0,14286.0,22351.0,12436.0,2.3,27.6
10218 Zarza la Mayor,51.5,1148.0,48.0,31.7,97.7,10.7,1.9,13436.0,11550.0,20927.0,10942.0,18931.0,9899.0,2.2,27.7
10219 Zorita,52.7,1267.0,45.4,32.8,95.0,10.5,2.0,14089.0,12950.0,23098.0,11567.0,20576.0,10304.0,2.2,28.2
10901 Rosalejo,45.1,1335.0,27.3,21.4,92.1,15.4,2.4,14637.0,13650.0,26730.0,11126.0,24026.0,10000.0,2.4,27.9
10902 Vegaviana,45.7,817.0,38.5,26.1,98.9,15.9,2.1,13241.0,12250.0,21905.0,10362.0,19833.0,9382.0,2.5,27.3
10903 Alagón del Río,47.1,912.0,25.5,24.7,99.1,14.5,2.5,15109.0,14350.0,27923.0,11378.0,24911.0,10151.0,2.0,23.4
10904 Tiétar,45.9,836.0,24.9,21.8,96.8,15.4,2.4,15309.0,14350.0,27802.0,11548.0,24875.0,10333.0,1.8,21.3
10905 Pueblonuevo de Miramontes,45.4,782.0,36.9,21.7,92.5,15.7,2.3,14229.0,13650.0,25570.0,10982.0,23000.0,9879.0,2.0,22.5
11001 Alcalá de los Gazules,43.0,5193.0,31.8,16.5,97.7,15.4,2.5,15221.0,13650.0,29857.0,11828.0,25823.0,10229.0,2.4,28.7
11002 Alcalá del Valle,44.1,4965.0,23.5,19.0,98.5,15.4,2.6,14200.0,13650.0,27557.0,10494.0,24741.0,9421.0,2.1,25.1
11003 Algar,44.6,1447.0,37.5,20.7,95.2,16.5,2.2,14260.0,13650.0,25024.0,11139.0,22101.0,9838.0,2.1,26.9
11004 Algeciras,41.1,122296.0,26.3,17.0,91.4,19.8,2.7,17892.0,15750.0,38526.0,14151.0,31919.0,11724.0,3.3,34.4
11005 Algodonales,44.9,5456.0,30.6,21.1,96.6,15.4,2.3,13890.0,12250.0,25208.0,10845.0,22473.0,9668.0,2.3,28.5
11006 Arcos de la Frontera,42.0,30103.0,24.9,16.6,97.5,17.7,2.6,14598.0,12950.0,28767.0,10977.0,25239.0,9630.0,2.2,26.9
11007 Barbate,42.9,22259.0,26.3,17.9,96.8,16.8,2.6,14411.0,12950.0,28712.0,10887.0,25221.0,9563.0,2.4,28.1
"11008 Barrios, Los",40.2,24030.0,20.9,14.2,95.6,20.3,2.8,19006.0,17150.0,42362.0,14772.0,35092.0,12237.0,2.6,29.4
11009 Benaocaz,46.0,716.0,43.9,18.3,97.1,11.3,2.0,16350.0,13650.0,27497.0,13826.0,23412.0,11772.0,2.6,32.2
